ID,Target
32,105.5517
376,102.1124
71,63.232
2232,76.088
2018,106.5843
1971,72.051
1727,72.4021
2220,77.1183
27,49.8943
622,101.6987
1065,89.0174
399,63.1854
2088,95.2213
2059,90.8359
1256,82.5499
441,55.1047
833,93.7368
428,34.2599
1875,22.6433
1466,51.951
2503,64.3203
1112,85.5498
1114,43.0431
870,76.6512
2100,84.8588
666,67.1929
768,90.4813
1192,42.0779
280,78.9151
2453,88.2692
315,108.9288
417,77.0258
1165,93.1979
1841,80.3515
2532,6.0954
1052,117.1269
2373,91.1244
434,92.0209
921,78.1101
1734,6.975
1189,21.7286
901,54.7516
2297,51.3787
301,17.1233
1719,106.1301
659,102.1865
1428,22.9064
614,88.2642
2052,87.7947
39,13.9717
460,104.2104
2096,49.5595
1197,76.3792
525,87.685
670,66.8447
1718,64.8094
14,98.8735
75,75.7383
1107,97.6862
2357,90.8239
1796,66.874
1961,77.0551
424,23.4647
1534,82.6945
534,73.1886
54,94.2377
1500,90.4995
2031,94.4105
360,77.7905
2385,92.5871
225,89.7432
2311,96.2519
1223,67.7423
416,84.0355
1523,90.1918
1390,64.693
398,89.66
1620,64.9371
1096,20.5721
1121,98.5976
2160,54.0543
2438,43.9742
1737,90.8656
1787,90.0279
81,96.0461
1282,101.3534
1939,94.121
1856,83.89
69,50.7458
1726,92.2554
1524,59.2376
846,73.0717
1156,98.3639
2281,102.688
2535,53.8545
1848,13.9637
1591,95.6496
2196,76.3149
1294,70.2243
1401,69.884
2387,95.7107
682,95.6648
160,121.4254
1570,94.3957
849,90.7901
798,86.3583
443,97.4724
1138,45.4543
704,101.205
1036,78.889
2267,77.9113
499,25.4429
1360,103.5907
2016,97.014
1881,27.0021
2032,3.3781
1084,95.9385
2485,23.3154
333,50.2524
1433,55.6604
264,86.9692
1455,82.0826
2179,98.4794
2341,85.2349
1283,39.4285
2114,34.0718
1604,90.5605
1623,50.7438
709,97.4517
958,4.1644
2256,88.9715
2362,97.9686
745,90.1404
2170,18.8943
303,102.261
1983,59.6613
532,47.6129
1805,42.7861
43,95.5404
1074,27.7091
2483,59.8184
356,40.3608
975,104.952
2369,105.0339
2166,107.605
256,92.0076
1812,86.0465
2190,21.2566
1446,97.0476
2126,53.5571
253,99.4641
1391,81.1251
985,62.5947
2184,69.918
2519,80.159
1273,89.9436
2448,79.2122
2452,21.3796
2319,96.08
764,96.219
602,90.5545
1712,59.3249
1341,93.4995
1745,94.319
2243,100.2224
1239,59.119
1617,64.199
1777,100.239
1816,96.1517
2140,91.4852
1716,117.9663
1368,98.5922
2158,86.9478
1658,98.4218
306,62.6914
747,85.8217
568,63.0033
1850,63.6326
455,74.9204
1580,87.9537
1356,67.8345
445,54.1704
34,1.8728
1501,66.1501
500,80.5414
1894,94.305
957,100.1519
209,104.9075
149,97.395
1563,61.4979
1363,99.1342
88,53.2034
452,69.0526
876,100.9173
1697,106.5175
1347,21.9574
737,102.484
346,99.8289
282,103.4665
1684,54.7831
969,135.0506
1703,108.6826
475,104.9237
2512,63.6521
260,94.6018
818,15.6553
1145,61.2137
1475,36.3578
2334,71.4471
273,93.7568
1973,96.7921
625,63.7441
1862,9.1431
67,16.7807
1807,97.1028
857,99.2636
2510,97.4465
643,93.6069
2061,72.7524
905,77.7904
699,100.3288
2202,42.6359
847,54.8139
2229,92.8506
201,88.8296
1809,90.3176
955,11.6331
1740,113.2728
2526,90.9956
1384,69.9253
1566,98.8169
1934,92.4346
1561,77.7476
1595,80.9301
617,99.2478
677,50.477
2421,95.6172
1167,51.9012
2161,91.7187
2298,97.1915
2092,50.6206
1639,90.2632
1642,109.7754
1457,99.2728
2304,100.217
1844,92.9134
1924,100.9431
1982,96.1022
3,47.0309
1346,54.5287
834,65.4442
1860,103.0755
1575,97.2785
37,65.508
406,83.957
1904,95.2325
328,74.8461
2204,96.5653
2501,96.9406
451,103.6419
2112,22.093
2534,76.2477
2333,67.8084
420,63.1541
2137,51.2136
120,102.7339
2426,96.0916
1206,10.4594
1226,55.6218
679,95.8099
1179,10.4227
1002,4.8329
1426,82.5846
1653,50.3677
1053,72.5189
683,106.3424
591,92.9309
686,89.1655
2498,74.1086
77,58.4573
504,116.811
378,69.8546
1744,4.0614
1377,104.9593
684,84.574
1159,71.1608
1081,91.5403
249,16.5612
1071,98.5134
1122,89.6514
2342,101.1467
478,100.4392
825,85.578
1322,51.1247
743,74.3935
856,97.351
314,46.6908
2026,97.6145
2153,95.3815
1350,80.3152
2094,20.5704
539,87.8396
1413,83.9678
802,78.1288
1936,108.3734
752,64.8362
2198,29.6804
1636,37.9597
1773,4.5937
1768,97.6618
156,94.287
2291,96.4014
28,18.199
1772,37.2052
367,89.1764
1091,4.3908
1224,97.5701
2212,67.0537
717,97.3394
1916,82.0545
2021,103.0036
1765,97.6378
359,78.112
1325,72.9776
784,96.1003
2429,113.4257
2219,74.8925
2494,99.4406
1808,85.4309
2330,73.538
2477,94.0575
2289,81.0233
1461,50.9943
652,97.4154
1568,90.5008
524,13.1631
1317,13.9134
629,94.2636
1434,102.401
2296,64.9028
829,67.652
2391,22.0648
814,109.0748
219,88.9049
2379,90.0455
2411,114.7471
708,87.123
1361,96.8776
1849,93.2915
1393,99.6332
2148,102.8716
1828,52.4642
2321,89.5748
202,79.723
2300,93.4492
739,72.1956
1421,74.8646
2407,70.9083
228,89.5164
582,101.4266
2055,85.0495
9,90.5735
1418,94.0824
1913,105.0038
819,82.129
2506,43.1973
2255,74.9884
339,5.1124
1101,61.5428
1026,83.4978
748,107.6609
1436,91.7031
733,95.8766
112,76.3206
1666,58.7873
1742,77.9121
477,83.6433
357,100.3219
2523,91.1741
1578,77.6733
543,77.6008
