ID,Target
32,105.7369
376,102.0657
71,61.4874
2232,76.6169
2018,106.2916
1971,72.0379
1727,71.203
2220,76.7687
27,52.58
622,101.368
1065,92.1511
399,62.8464
2088,94.8884
2059,92.172
1256,86.8108
441,55.4507
833,94.2681
428,33.4921
1875,22.9087
1466,53.3768
2503,68.1561
1112,86.0005
1114,42.94
870,76.7511
2100,81.9872
666,71.0959
768,90.322
1192,42.7552
280,77.2577
2453,87.6897
315,109.1608
417,75.0769
1165,93.537
1841,80.6511
2532,6.8424
1052,116.5513
2373,89.8376
434,92.5606
921,79.8912
1734,7.2308
1189,19.523
901,55.2964
2297,52.1794
301,18.497
1719,106.0959
659,100.5051
1428,23.2698
614,87.551
2052,88.4348
39,11.9748
460,103.9203
2096,49.2722
1197,79.7585
525,88.5405
670,67.2021
1718,66.3832
14,98.7478
75,77.1701
1107,97.7422
2357,90.6581
1796,69.5785
1961,76.1569
424,23.7675
1534,83.1556
534,73.8623
54,94.4153
1500,91.9176
2031,93.8549
360,74.8888
2385,92.3443
225,88.1869
2311,96.158
1223,67.9326
416,84.18
1523,90.0616
1390,65.3691
398,89.439
1620,66.5126
1096,18.9261
1121,98.529
2160,50.4423
2438,40.9706
1737,92.0396
1787,90.1616
81,94.5017
1282,100.9286
1939,93.1801
1856,84.5548
69,51.104
1726,93.1803
1524,59.3771
846,70.4435
1156,98.4674
2281,102.6002
2535,53.9793
1848,14.2501
1591,95.9075
2196,74.1325
1294,68.6434
1401,71.5143
2387,96.0872
682,95.2515
160,121.6911
1570,94.0334
849,91.9662
798,87.3192
443,97.6304
1138,46.2818
704,101.3631
1036,81.7164
2267,78.3519
499,24.8217
1360,103.8955
2016,96.9398
1881,26.6455
2032,3.1567
1084,95.797
2485,24.4331
333,44.8491
1433,58.166
264,87.1616
1455,77.839
2179,97.1333
2341,86.1803
1283,38.3673
2114,35.2936
1604,90.4614
1623,51.321
709,97.3428
958,4.1467
2256,89.1211
2362,97.8371
745,89.8539
2170,18.7998
303,101.7663
1983,65.1068
532,48.6738
1805,41.9757
43,95.7244
1074,26.5703
2483,60.3859
356,37.834
975,104.7248
2369,104.927
2166,107.1288
256,92.1377
1812,86.6166
2190,23.4648
1446,97.2897
2126,55.6628
253,99.5562
1391,81.9107
985,62.1876
2184,70.2605
2519,80.4998
1273,89.739
2448,80.1341
2452,28.7169
2319,96.0059
764,96.0288
602,90.9612
1712,58.6963
1341,91.4735
1745,93.2598
2243,99.9576
1239,59.6987
1617,64.7661
1777,100.2441
1816,96.1395
2140,91.6412
1716,117.3752
1368,98.7494
2158,88.604
1658,98.4353
306,65.4035
747,86.0427
568,59.4072
1850,64.0816
455,71.0835
1580,87.6025
1356,67.6881
445,54.5291
34,1.4599
1501,66.0932
500,79.9163
1894,93.561
957,100.153
209,104.9075
149,96.9223
1563,62.0188
1363,99.0053
88,53.0343
452,67.8652
876,100.8577
1697,105.8343
1347,22.5089
737,102.3883
346,99.8889
282,103.3666
1684,46.2384
969,134.6962
1703,107.6748
475,104.7544
2512,63.3358
260,95.1081
818,15.4061
1145,62.1491
1475,35.9485
2334,71.1026
273,93.7485
1973,96.4796
625,63.4628
1862,9.8703
67,14.6446
1807,97.0599
857,97.508
2510,97.5906
643,93.6148
2061,73.6403
905,78.2334
699,99.926
2202,39.3776
847,51.6777
2229,94.078
201,89.093
1809,89.8562
955,11.9108
1740,113.255
2526,92.3905
1384,73.0329
1566,98.8951
1934,90.3099
1561,77.0039
1595,82.2559
617,100.2313
677,44.5922
2421,96.1122
1167,55.9233
2161,92.5599
2298,97.3113
2092,50.963
1639,89.2383
1642,109.659
1457,98.657
2304,100.0607
1844,91.5951
1924,100.4628
1982,95.8245
3,46.643
1346,53.2523
834,63.4416
1860,102.8881
1575,97.1284
37,66.9003
406,87.9147
1904,95.4643
328,76.2704
2204,95.1399
2501,96.8373
451,104.0603
2112,19.8932
2534,76.1352
2333,66.384
420,61.062
2137,51.8604
120,102.108
2426,94.7556
1206,11.2943
1226,56.9048
679,95.9714
1179,10.5387
1002,4.7555
1426,82.6103
1653,50.6161
1053,70.8526
683,106.4199
591,92.3825
686,90.3837
2498,74.1047
77,57.2745
504,116.354
378,69.7833
1744,4.1133
1377,104.6604
684,84.8343
1159,68.1422
1081,91.5235
249,15.6884
1071,98.4255
1122,90.0759
2342,101.3115
478,100.7113
825,85.5722
1322,54.3798
743,70.5185
856,97.6539
314,47.878
2026,97.6615
2153,95.8997
1350,81.2384
2094,20.3221
539,87.9338
1413,84.3853
802,78.153
1936,108.6236
752,67.2291
2198,27.1163
1636,40.6991
1773,4.5814
1768,97.2737
156,93.9926
2291,97.0068
28,18.7017
1772,34.3791
367,90.0054
1091,4.5462
1224,97.2557
2212,67.3608
717,97.3387
1916,83.4419
2021,98.7405
1765,97.7069
359,76.7001
1325,75.2933
784,96.1947
2429,113.5637
2219,77.5067
2494,99.7178
1808,88.9014
2330,73.5257
2477,95.6456
2289,81.6138
1461,50.5541
652,97.5022
1568,88.8772
524,11.1976
1317,13.3011
629,93.8982
1434,102.2171
2296,66.5195
829,67.5273
2391,20.8359
814,109.3374
219,88.9345
2379,90.4714
2411,114.5464
708,88.0801
1361,97.2152
1849,92.2888
1393,100.2929
2148,102.3711
1828,51.5239
2321,89.1515
202,83.0621
2300,93.805
739,72.3624
